report_id,district,soil_type_declared,area_acres,ph_mean,ph_range_low,ph_range_high,ph_confidence_pct,nitrogen_level,nitrogen_confidence_pct,potassium_level,potassium_confidence_pct,phosphorus_level,organic_carbon_level,organic_carbon_confidence_pct,overall_confidence_pct,elevation_m,terrain_slope_pct,report_type
5816,Coimbatore,Lateritic Hill Soil,6.97,7.57,7.32,7.82,89.1,Medium,68.8,Medium,48.0,Not available (SoilGrids does not model phosphorus),Medium,43.6,62.4,243.3,0.2,preliminary
5817,Vellore,Lateritic Hill Soil,8.06,6.1,5.85,6.35,87.9,Medium,76.0,Medium,42.6,Not available (SoilGrids does not model phosphorus),High,50.9,64.4,773.7,0.3,preliminary
5818,Thanjavur,Red Loam,6.12,7.48,7.23,7.73,90.0,Medium,73.9,Medium,53.4,Not available (SoilGrids does not model phosphorus),Medium,58.7,69.0,478.1,5.6,preliminary
5819,Trichy,Red Sandy Loam,7.92,7.13,6.88,7.38,88.3,Medium,79.6,Medium,43.8,Not available (SoilGrids does not model phosphorus),Medium,35.5,61.8,656.5,0.7,preliminary
5820,Nilgiris,Coastal Alluvial,4.59,7.53,7.28,7.78,87.0,Medium,61.9,Medium,43.1,Not available (SoilGrids does not model phosphorus),Medium,45.3,59.3,544.1,4.4,preliminary
5821,Vellore,Black Clay Loam,1.01,6.92,6.67,7.17,87.8,High,74.1,Medium,55.3,Not available (SoilGrids does not model phosphorus),Low,43.0,65.0,270.6,4.1,preliminary
5822,Nagapattinam,Alluvial Clay,5.33,7.19,6.94,7.44,85.8,Medium,49.4,Medium,44.1,Not available (SoilGrids does not model phosphorus),Medium,26.9,51.6,209.7,1.3,preliminary
5823,Nilgiris,Red Sandy Loam,9.91,6.14,5.89,6.39,84.0,High,58.3,High,42.0,Not available (SoilGrids does not model phosphorus),High,69.0,63.3,533.4,0.9,preliminary
5824,Trichy,Coastal Alluvial,0.87,7.53,7.28,7.78,94.0,Medium,64.0,High,48.7,Not available (SoilGrids does not model phosphorus),Medium,49.3,64.0,395.2,2.9,preliminary
5825,Nagapattinam,Black Clay Loam,0.69,5.98,5.73,6.23,87.4,Medium,62.0,Medium,41.9,Not available (SoilGrids does not model phosphorus),Medium,45.5,59.2,560.3,0.3,preliminary
5826,Thanjavur,Coastal Alluvial,4.9,7.43,7.18,7.68,90.7,Medium,62.5,Low,38.4,Not available (SoilGrids does not model phosphorus),High,44.0,58.9,503.7,7.4,preliminary
5827,Thanjavur,Lateritic Hill Soil,4.5,6.61,6.36,6.86,89.3,Medium,65.2,Medium,41.5,Not available (SoilGrids does not model phosphorus),Medium,46.8,60.7,649.1,7.1,preliminary
5828,Nilgiris,Red Sandy Loam,4.28,6.55,6.3,6.8,89.3,Medium,61.2,Medium,63.4,Not available (SoilGrids does not model phosphorus),Medium,44.8,64.7,94.6,0.2,preliminary
5829,Vellore,Coastal Alluvial,0.67,6.71,6.46,6.96,87.9,Medium,46.7,Medium,62.5,Not available (SoilGrids does not model phosphorus),Medium,44.5,60.4,260.7,2.2,preliminary
5830,Coimbatore,Coastal Alluvial,6.7,7.56,7.31,7.81,86.0,Medium,55.1,Medium,43.5,Not available (SoilGrids does not model phosphorus),Low,38.2,55.7,560.9,2.3,preliminary
5831,Kovilpatti,Black Clay Loam,6.75,7.21,6.96,7.46,86.7,High,71.0,Medium,38.3,Not available (SoilGrids does not model phosphorus),High,55.4,62.8,192.0,5.3,preliminary
5832,Coimbatore,Black Cotton Soil,5.24,7.13,6.88,7.38,92.4,Medium,57.5,Medium,45.4,Not available (SoilGrids does not model phosphorus),Medium,26.1,55.4,355.4,2.5,preliminary
5833,Trichy,Red Sandy Loam,8.94,7.16,6.91,7.41,87.0,Medium,67.2,High,31.3,Not available (SoilGrids does not model phosphorus),Medium,50.7,59.0,381.1,0.6,preliminary
5834,Krishnagiri,Red Sandy Loam,6.61,5.67,5.42,5.92,88.4,Medium,75.7,Low,38.5,Not available (SoilGrids does not model phosphorus),Medium,42.5,61.3,208.1,10.6,preliminary
5835,Coimbatore,Alluvial Clay,3.45,6.45,6.2,6.7,88.2,Medium,47.8,Low,52.2,Not available (SoilGrids does not model phosphorus),Medium,49.1,59.3,176.5,10.8,preliminary
5836,Nagapattinam,Alluvial Clay,3.88,6.54,6.29,6.79,87.4,Medium,59.0,Medium,59.8,Not available (SoilGrids does not model phosphorus),Medium,38.3,61.1,20.2,1.6,preliminary
5837,Thanjavur,Lateritic Hill Soil,5.42,6.83,6.58,7.08,87.9,Medium,56.3,Medium,56.7,Not available (SoilGrids does not model phosphorus),Medium,39.8,60.2,617.4,8.7,preliminary
5838,Madurai,Alluvial Clay,8.48,7.02,6.77,7.27,89.3,Medium,59.6,Medium,38.8,Not available (SoilGrids does not model phosphorus),Low,43.8,57.9,131.4,5.6,preliminary
5839,Madurai,Black Cotton Soil,7.96,6.27,6.02,6.52,92.6,Medium,66.7,Medium,64.0,Not available (SoilGrids does not model phosphorus),Medium,37.7,65.2,758.3,2.5,preliminary
5840,Nagapattinam,Alluvial Clay,7.94,6.75,6.5,7.0,86.8,Medium,57.9,Medium,44.9,Not available (SoilGrids does not model phosphorus),Medium,20.2,52.4,340.4,4.6,preliminary
5841,Trichy,Black Clay Loam,2.61,6.37,6.12,6.62,88.2,Medium,63.3,Medium,45.6,Not available (SoilGrids does not model phosphorus),Medium,45.1,60.6,690.9,1.9,preliminary
5842,Madurai,Red Sandy Loam,2.01,7.18,6.93,7.43,88.3,Medium,52.9,Medium,56.2,Not available (SoilGrids does not model phosphorus),Low,64.9,65.6,283.7,1.6,preliminary
5843,Nilgiris,Alluvial Clay,6.63,7.07,6.82,7.32,88.9,Medium,62.6,Medium,49.7,Not available (SoilGrids does not model phosphorus),Medium,44.8,61.5,195.1,6.1,preliminary
5844,Coimbatore,Black Clay Loam,2.67,6.86,6.61,7.11,91.5,Medium,74.9,Medium,33.4,Not available (SoilGrids does not model phosphorus),Medium,47.8,61.9,607.8,2.2,preliminary
5845,Trichy,Lateritic Hill Soil,5.95,7.38,7.13,7.63,88.0,High,43.3,Medium,34.7,Not available (SoilGrids does not model phosphorus),Medium,40.1,51.5,604.9,0.3,preliminary
5846,Madurai,Black Clay Loam,5.36,6.3,6.05,6.55,88.4,High,68.3,Medium,66.2,Not available (SoilGrids does not model phosphorus),Low,46.9,67.4,756.7,4.0,preliminary
5847,Thanjavur,Black Clay Loam,6.84,6.51,6.26,6.76,89.3,Medium,69.7,Low,41.0,Not available (SoilGrids does not model phosphorus),Medium,62.4,65.6,539.5,1.5,preliminary
5848,Nilgiris,Red Sandy Loam,1.35,6.37,6.12,6.62,88.4,Medium,56.6,Medium,38.1,Not available (SoilGrids does not model phosphorus),Medium,41.1,56.0,41.9,1.7,preliminary
5849,Madurai,Alluvial Clay,5.59,6.56,6.31,6.81,85.8,Medium,55.8,Medium,49.9,Not available (SoilGrids does not model phosphorus),Medium,47.7,59.8,132.5,4.9,preliminary
5850,Trichy,Alluvial Clay,2.93,6.83,6.58,7.08,89.7,Medium,69.9,Low,60.5,Not available (SoilGrids does not model phosphorus),Medium,37.3,64.4,434.8,4.8,preliminary
5851,Coimbatore,Alluvial Clay,7.13,6.93,6.68,7.18,87.7,Medium,55.3,High,48.4,Not available (SoilGrids does not model phosphorus),High,41.8,58.3,352.2,0.2,preliminary
5852,Coimbatore,Red Loam,8.84,5.51,5.26,5.76,86.4,High,75.9,Low,54.9,Not available (SoilGrids does not model phosphorus),Medium,43.7,65.2,689.0,0.6,preliminary
5853,Krishnagiri,Black Clay Loam,3.62,6.55,6.3,6.8,91.5,Medium,57.6,Medium,37.6,Not available (SoilGrids does not model phosphorus),High,50.1,59.2,516.0,2.6,preliminary
5854,Krishnagiri,Red Sandy Loam,0.78,7.75,7.5,8.0,87.5,Medium,69.7,Low,66.0,Not available (SoilGrids does not model phosphorus),Medium,47.3,67.6,132.4,1.7,preliminary
5855,Kovilpatti,Black Clay Loam,1.98,6.8,6.55,7.05,93.2,Medium,67.0,Low,61.0,Not available (SoilGrids does not model phosphorus),Medium,53.5,68.7,316.1,4.5,preliminary
5856,Thanjavur,Black Cotton Soil,7.05,6.64,6.39,6.89,92.2,Medium,58.6,Medium,61.2,Not available (SoilGrids does not model phosphorus),Medium,65.0,69.2,29.8,0.6,preliminary
5857,Krishnagiri,Red Sandy Loam,1.67,6.79,6.54,7.04,89.0,High,73.7,Medium,44.0,Not available (SoilGrids does not model phosphorus),Medium,30.7,59.4,434.3,3.2,preliminary
5858,Coimbatore,Red Sandy Loam,6.59,6.51,6.26,6.76,88.2,Medium,58.0,Medium,44.8,Not available (SoilGrids does not model phosphorus),High,33.0,56.0,732.0,1.5,preliminary
5859,Thanjavur,Black Clay Loam,7.16,6.84,6.59,7.09,89.7,Medium,65.6,Medium,48.2,Not available (SoilGrids does not model phosphorus),Medium,48.9,63.1,568.7,1.1,preliminary
5860,Vellore,Black Cotton Soil,1.54,5.48,5.23,5.73,90.8,Low,59.7,Medium,47.9,Not available (SoilGrids does not model phosphorus),Low,47.7,61.5,386.9,3.7,preliminary
5861,Nilgiris,Black Clay Loam,9.21,6.69,6.44,6.94,88.2,Medium,61.1,Medium,33.5,Not available (SoilGrids does not model phosphorus),High,30.0,53.2,223.9,4.9,preliminary
5862,Trichy,Black Cotton Soil,9.79,6.53,6.28,6.78,86.0,Medium,65.1,Medium,45.3,Not available (SoilGrids does not model phosphorus),Medium,50.4,61.7,27.9,1.7,preliminary
5863,Nilgiris,Red Loam,3.91,7.94,7.69,8.19,87.5,Medium,62.2,High,38.3,Not available (SoilGrids does not model phosphorus),Medium,56.0,61.0,202.1,1.2,preliminary
5864,Nilgiris,Black Cotton Soil,5.5,6.66,6.41,6.91,90.1,Medium,61.5,Medium,33.4,Not available (SoilGrids does not model phosphorus),High,52.0,59.2,282.6,0.3,preliminary
5865,Nagapattinam,Alluvial Clay,7.12,6.43,6.18,6.68,88.7,Medium,74.8,Low,66.3,Not available (SoilGrids does not model phosphorus),Medium,23.7,63.4,727.4,1.0,preliminary
5866,Madurai,Alluvial Clay,4.35,6.74,6.49,6.99,86.2,Medium,70.7,Medium,50.7,Not available (SoilGrids does not model phosphorus),Medium,55.4,65.8,255.4,0.1,preliminary
5867,Trichy,Alluvial Clay,2.05,7.16,6.91,7.41,91.1,Medium,69.8,Low,56.7,Not available (SoilGrids does not model phosphorus),Medium,34.1,62.9,492.4,6.6,preliminary
5868,Trichy,Black Cotton Soil,7.41,6.53,6.28,6.78,88.9,High,74.5,Low,45.6,Not available (SoilGrids does not model phosphorus),Low,46.5,63.9,743.8,5.2,preliminary
5869,Krishnagiri,Alluvial Clay,0.98,6.58,6.33,6.83,84.8,Medium,46.2,Low,49.4,Not available (SoilGrids does not model phosphorus),Medium,55.4,59.0,499.6,6.6,preliminary
5870,Krishnagiri,Red Sandy Loam,6.81,6.68,6.43,6.93,88.9,Medium,66.3,Medium,51.0,Not available (SoilGrids does not model phosphorus),Medium,29.3,58.9,775.7,1.4,preliminary
5871,Vellore,Black Clay Loam,3.2,6.68,6.43,6.93,87.7,Medium,51.2,Medium,67.1,Not available (SoilGrids does not model phosphorus),Medium,49.5,63.9,74.6,0.2,preliminary
5872,Thanjavur,Black Clay Loam,9.35,5.79,5.54,6.04,87.9,Medium,67.0,Medium,50.7,Not available (SoilGrids does not model phosphorus),Medium,49.3,63.7,680.6,12.2,preliminary
5873,Nilgiris,Coastal Alluvial,2.01,7.04,6.79,7.29,90.2,High,65.4,Medium,51.4,Not available (SoilGrids does not model phosphorus),Low,53.8,65.2,606.9,4.7,preliminary
5874,Nagapattinam,Coastal Alluvial,7.91,6.62,6.37,6.87,89.7,Medium,70.5,Medium,39.0,Not available (SoilGrids does not model phosphorus),High,51.7,62.7,331.5,5.7,preliminary
5875,Vellore,Coastal Alluvial,7.32,6.77,6.52,7.02,92.0,Medium,62.1,Medium,63.7,Not available (SoilGrids does not model phosphorus),Medium,43.1,65.2,358.5,2.3,preliminary
5876,Thanjavur,Alluvial Clay,5.65,6.14,5.89,6.39,90.2,Medium,50.1,Medium,57.4,Not available (SoilGrids does not model phosphorus),High,34.0,57.9,393.6,2.2,preliminary
5877,Madurai,Black Clay Loam,9.19,7.77,7.52,8.02,88.5,Medium,43.3,Medium,46.4,Not available (SoilGrids does not model phosphorus),Low,32.4,52.6,501.0,5.9,preliminary
5878,Coimbatore,Black Clay Loam,1.22,6.84,6.59,7.09,85.7,Medium,60.4,Medium,61.8,Not available (SoilGrids does not model phosphorus),Medium,37.8,61.4,608.7,0.7,preliminary
5879,Nilgiris,Red Loam,7.37,6.83,6.58,7.08,84.7,Medium,63.1,Medium,54.9,Not available (SoilGrids does not model phosphorus),Low,49.1,63.0,99.9,7.3,preliminary
5880,Nilgiris,Black Clay Loam,7.28,6.84,6.59,7.09,88.7,High,55.5,Medium,45.7,Not available (SoilGrids does not model phosphorus),Medium,22.2,53.0,57.3,1.7,preliminary
5881,Tirunelveli,Black Clay Loam,1.36,7.78,7.53,8.03,91.3,Medium,48.3,High,58.9,Not available (SoilGrids does not model phosphorus),Medium,46.3,61.2,440.0,1.4,preliminary
5882,Thanjavur,Coastal Alluvial,8.27,6.7,6.45,6.95,89.4,Medium,58.1,Medium,49.7,Not available (SoilGrids does not model phosphorus),Low,34.6,58.0,681.3,0.2,preliminary
5883,Trichy,Black Cotton Soil,2.91,7.64,7.39,7.89,89.9,Medium,63.2,Medium,53.7,Not available (SoilGrids does not model phosphorus),Medium,38.5,61.3,316.5,4.1,preliminary
5884,Nilgiris,Red Sandy Loam,3.09,6.78,6.53,7.03,89.7,Medium,53.3,Medium,58.7,Not available (SoilGrids does not model phosphorus),Medium,64.3,66.5,488.4,2.8,preliminary
5885,Vellore,Red Sandy Loam,4.72,7.07,6.82,7.32,87.9,Medium,71.0,Low,50.2,Not available (SoilGrids does not model phosphorus),Medium,27.0,59.0,545.3,2.5,preliminary
5886,Madurai,Black Cotton Soil,1.03,7.47,7.22,7.72,92.9,Medium,61.0,Medium,47.2,Not available (SoilGrids does not model phosphorus),Medium,31.7,58.2,548.4,2.4,preliminary
5887,Trichy,Coastal Alluvial,3.32,7.43,7.18,7.68,87.5,High,56.4,Medium,63.0,Not available (SoilGrids does not model phosphorus),Medium,52.0,64.7,89.0,0.3,preliminary
5888,Trichy,Coastal Alluvial,6.59,6.49,6.24,6.74,86.3,High,60.8,Medium,50.7,Not available (SoilGrids does not model phosphorus),Medium,46.7,61.1,769.5,0.0,preliminary
5889,Nilgiris,Alluvial Clay,0.56,7.0,6.75,7.25,88.9,Medium,63.9,Medium,35.5,Not available (SoilGrids does not model phosphorus),Medium,43.2,57.9,412.7,0.7,preliminary
5890,Kovilpatti,Black Clay Loam,8.82,6.53,6.28,6.78,85.2,Medium,72.6,Low,34.8,Not available (SoilGrids does not model phosphorus),Low,61.1,63.4,185.4,3.5,preliminary
5891,Coimbatore,Coastal Alluvial,6.46,8.1,7.85,8.35,91.8,Medium,52.9,Medium,53.7,Not available (SoilGrids does not model phosphorus),Medium,32.7,57.8,225.9,5.2,preliminary
5892,Nagapattinam,Black Clay Loam,9.08,6.97,6.72,7.22,85.4,Medium,59.0,Medium,40.9,Not available (SoilGrids does not model phosphorus),High,39.5,56.2,347.1,0.4,preliminary
5893,Nilgiris,Alluvial Clay,2.03,6.73,6.48,6.98,89.5,Medium,68.7,Medium,50.0,Not available (SoilGrids does not model phosphorus),Medium,39.3,61.9,599.5,8.3,preliminary
5894,Thanjavur,Red Sandy Loam,8.18,7.12,6.87,7.37,88.8,Medium,54.9,Low,49.7,Not available (SoilGrids does not model phosphorus),High,40.1,58.4,675.7,0.4,preliminary
5895,Madurai,Black Clay Loam,4.46,6.14,5.89,6.39,87.0,High,55.2,High,62.5,Not available (SoilGrids does not model phosphorus),Low,61.1,66.4,176.4,9.6,preliminary
5896,Kovilpatti,Red Loam,4.48,6.97,6.72,7.22,87.4,Medium,60.8,Medium,51.8,Not available (SoilGrids does not model phosphorus),Low,41.7,60.4,187.5,3.1,preliminary
5897,Kovilpatti,Black Cotton Soil,2.98,7.17,6.92,7.42,89.3,High,65.4,Medium,49.0,Not available (SoilGrids does not model phosphorus),Medium,53.4,64.3,405.5,1.9,preliminary
5898,Coimbatore,Red Loam,5.32,7.43,7.18,7.68,92.5,High,59.6,Medium,49.4,Not available (SoilGrids does not model phosphorus),Low,59.2,65.2,107.3,0.7,preliminary
5899,Tirunelveli,Coastal Alluvial,8.74,6.63,6.38,6.88,85.4,Medium,47.9,Low,48.9,Not available (SoilGrids does not model phosphorus),High,40.4,55.6,346.2,0.2,preliminary
5900,Madurai,Red Sandy Loam,7.8,7.08,6.83,7.33,87.8,Medium,72.7,Medium,35.6,Not available (SoilGrids does not model phosphorus),Medium,53.5,62.4,569.5,1.5,preliminary
5901,Thanjavur,Red Sandy Loam,9.76,6.78,6.53,7.03,91.7,Medium,66.3,Low,40.7,Not available (SoilGrids does not model phosphorus),High,41.7,60.1,514.9,3.5,preliminary
5902,Thanjavur,Black Clay Loam,9.43,6.33,6.08,6.58,83.9,Medium,66.5,Medium,57.9,Not available (SoilGrids does not model phosphorus),High,42.6,62.7,88.2,2.6,preliminary
5903,Madurai,Lateritic Hill Soil,3.69,7.85,7.6,8.1,86.2,Medium,57.4,Medium,46.3,Not available (SoilGrids does not model phosphorus),Medium,34.0,56.0,654.5,3.4,preliminary
5904,Kovilpatti,Red Loam,1.93,6.65,6.4,6.9,83.8,High,49.3,Low,51.1,Not available (SoilGrids does not model phosphorus),Medium,30.9,53.8,181.2,2.0,preliminary
5905,Thanjavur,Red Sandy Loam,0.71,6.63,6.38,6.88,85.3,Medium,64.2,High,60.9,Not available (SoilGrids does not model phosphorus),Medium,23.8,58.6,196.6,3.5,preliminary
5906,Vellore,Red Loam,1.33,6.92,6.67,7.17,86.0,Medium,43.6,Medium,46.5,Not available (SoilGrids does not model phosphorus),Medium,32.1,52.0,454.6,4.5,preliminary
5907,Vellore,Black Cotton Soil,5.28,6.28,6.03,6.53,84.1,Medium,55.7,Medium,64.0,Not available (SoilGrids does not model phosphorus),Medium,50.8,63.6,633.9,0.1,preliminary
5908,Nilgiris,Black Clay Loam,3.16,7.43,7.18,7.68,88.3,Medium,56.0,Medium,47.5,Not available (SoilGrids does not model phosphorus),Medium,42.6,58.6,425.9,0.2,preliminary
5909,Kovilpatti,Coastal Alluvial,8.47,6.86,6.61,7.11,87.6,Medium,58.2,Low,54.7,Not available (SoilGrids does not model phosphorus),Medium,41.8,60.6,72.0,1.4,preliminary
5910,Tirunelveli,Lateritic Hill Soil,8.32,6.6,6.35,6.85,88.5,Medium,63.2,Medium,47.7,Not available (SoilGrids does not model phosphorus),Medium,44.0,60.8,522.0,0.9,preliminary
5911,Nilgiris,Coastal Alluvial,0.73,6.37,6.12,6.62,84.3,High,53.0,Medium,60.7,Not available (SoilGrids does not model phosphorus),Low,39.9,59.5,586.7,3.4,preliminary
5912,Coimbatore,Lateritic Hill Soil,5.27,6.28,6.03,6.53,87.4,Medium,56.5,Medium,47.1,Not available (SoilGrids does not model phosphorus),Low,35.3,56.6,692.8,2.4,preliminary
5913,Madurai,Coastal Alluvial,6.01,6.07,5.82,6.32,87.9,Medium,47.3,Medium,33.3,Not available (SoilGrids does not model phosphorus),Low,56.0,56.1,358.8,4.5,preliminary
5914,Krishnagiri,Alluvial Clay,3.21,7.12,6.87,7.37,88.0,Medium,66.7,Medium,53.5,Not available (SoilGrids does not model phosphorus),Medium,37.3,61.4,610.3,1.9,preliminary
5915,Tirunelveli,Black Cotton Soil,0.51,6.48,6.23,6.73,89.5,Medium,51.1,High,49.6,Not available (SoilGrids does not model phosphorus),Medium,45.8,59.0,608.4,10.8,preliminary
5916,Coimbatore,Coastal Alluvial,9.49,6.86,6.61,7.11,91.6,Medium,59.4,High,36.8,Not available (SoilGrids does not model phosphorus),Medium,45.2,58.2,144.4,2.1,preliminary
5917,Vellore,Alluvial Clay,6.97,7.07,6.82,7.32,91.4,Medium,64.7,Medium,34.8,Not available (SoilGrids does not model phosphorus),Medium,48.4,59.8,712.1,0.9,preliminary
5918,Coimbatore,Red Loam,7.07,6.44,6.19,6.69,88.0,Medium,65.6,Medium,64.0,Not available (SoilGrids does not model phosphorus),Medium,51.3,67.2,494.6,3.5,preliminary
5919,Thanjavur,Red Loam,2.41,6.79,6.54,7.04,89.1,High,58.0,High,44.3,Not available (SoilGrids does not model phosphorus),Low,49.4,60.2,619.7,0.7,preliminary
5920,Trichy,Red Loam,7.76,6.41,6.16,6.66,90.4,Medium,67.2,Low,46.4,Not available (SoilGrids does not model phosphorus),Low,58.3,65.6,408.3,0.4,preliminary
5921,Nilgiris,Black Clay Loam,5.21,5.83,5.58,6.08,84.9,High,50.0,Medium,52.0,Not available (SoilGrids does not model phosphorus),Medium,43.5,57.6,622.9,4.7,preliminary
5922,Tirunelveli,Black Clay Loam,8.08,6.35,6.1,6.6,89.9,Medium,45.0,Medium,44.4,Not available (SoilGrids does not model phosphorus),Medium,43.3,55.6,590.4,0.3,preliminary
5923,Madurai,Black Clay Loam,5.69,7.13,6.88,7.38,84.9,Medium,58.6,Medium,59.6,Not available (SoilGrids does not model phosphorus),Low,38.9,60.5,679.3,0.7,preliminary
5924,Nagapattinam,Lateritic Hill Soil,6.78,7.13,6.88,7.38,88.1,Low,68.9,Medium,37.3,Not available (SoilGrids does not model phosphorus),Low,34.3,57.2,232.5,0.3,preliminary
5925,Madurai,Lateritic Hill Soil,4.19,6.17,5.92,6.42,89.1,Medium,65.7,Medium,31.6,Not available (SoilGrids does not model phosphorus),Low,32.2,54.6,620.5,1.2,preliminary
5926,Nilgiris,Coastal Alluvial,5.53,7.29,7.04,7.54,89.3,Medium,72.7,Medium,46.1,Not available (SoilGrids does not model phosphorus),High,52.6,65.2,374.5,3.7,preliminary
5927,Vellore,Red Loam,7.1,6.92,6.67,7.17,88.1,Medium,45.9,Medium,36.5,Not available (SoilGrids does not model phosphorus),Medium,39.9,52.6,171.4,7.9,preliminary
5928,Tirunelveli,Red Loam,6.76,5.82,5.57,6.07,89.4,Medium,58.0,Medium,58.8,Not available (SoilGrids does not model phosphorus),Low,35.2,60.4,102.9,3.0,preliminary
5929,Tirunelveli,Lateritic Hill Soil,9.18,7.03,6.78,7.28,86.3,High,70.5,Low,67.2,Not available (SoilGrids does not model phosphorus),Low,55.2,69.8,775.2,3.7,preliminary
5930,Kovilpatti,Red Loam,2.63,7.04,6.79,7.29,86.2,Medium,61.0,High,61.8,Not available (SoilGrids does not model phosphorus),Low,48.1,64.3,546.5,3.1,preliminary
5931,Nagapattinam,Black Cotton Soil,6.26,5.68,5.43,5.93,84.4,Medium,43.0,Low,35.4,Not available (SoilGrids does not model phosphorus),Medium,53.0,54.0,655.3,1.1,preliminary
5932,Trichy,Coastal Alluvial,5.78,6.34,6.09,6.59,88.3,Medium,55.5,Medium,35.6,Not available (SoilGrids does not model phosphorus),Medium,51.3,57.7,666.1,0.3,preliminary
5933,Nagapattinam,Black Clay Loam,6.71,6.39,6.14,6.64,88.7,Medium,58.4,Medium,56.3,Not available (SoilGrids does not model phosphorus),Medium,39.4,60.7,137.5,0.5,preliminary
5934,Trichy,Black Cotton Soil,3.61,7.85,7.6,8.1,89.2,Medium,47.8,Medium,51.3,Not available (SoilGrids does not model phosphorus),Medium,47.7,59.0,739.3,2.8,preliminary
5935,Vellore,Black Clay Loam,8.21,6.49,6.24,6.74,87.2,High,48.9,Medium,53.3,Not available (SoilGrids does not model phosphorus),Medium,40.2,57.4,363.6,0.4,preliminary
5936,Krishnagiri,Coastal Alluvial,2.17,6.97,6.72,7.22,91.9,Medium,62.9,High,57.1,Not available (SoilGrids does not model phosphorus),High,49.7,65.4,712.2,1.1,preliminary
5937,Vellore,Alluvial Clay,6.93,6.38,6.13,6.63,84.3,Medium,63.7,Medium,43.4,Not available (SoilGrids does not model phosphorus),Medium,45.0,59.1,21.2,0.9,preliminary
5938,Kovilpatti,Lateritic Hill Soil,1.45,6.51,6.26,6.76,85.3,Medium,52.6,Medium,63.4,Not available (SoilGrids does not model phosphorus),Medium,38.4,59.9,156.9,1.4,preliminary
5939,Vellore,Black Clay Loam,9.58,6.63,6.38,6.88,90.7,High,52.5,Medium,47.4,Not available (SoilGrids does not model phosphorus),Medium,24.9,53.9,685.5,3.5,preliminary
5940,Thanjavur,Black Clay Loam,9.85,7.22,6.97,7.47,91.5,High,49.4,Medium,35.4,Not available (SoilGrids does not model phosphorus),High,43.1,54.8,523.7,7.5,preliminary
5941,Nagapattinam,Lateritic Hill Soil,2.8,7.49,7.24,7.74,88.2,Medium,57.5,Medium,58.8,Not available (SoilGrids does not model phosphorus),Medium,27.9,58.1,782.8,6.1,preliminary
5942,Nilgiris,Black Clay Loam,8.7,7.21,6.96,7.46,86.6,Medium,67.1,Medium,48.2,Not available (SoilGrids does not model phosphorus),Medium,42.0,61.0,597.0,1.7,preliminary
5943,Kovilpatti,Black Cotton Soil,6.28,6.09,5.84,6.34,87.6,Medium,65.3,Low,60.8,Not available (SoilGrids does not model phosphorus),Medium,48.4,65.5,329.0,3.3,preliminary
5944,Trichy,Red Loam,8.9,7.01,6.76,7.26,88.5,Medium,59.6,Low,53.4,Not available (SoilGrids does not model phosphorus),High,51.0,63.1,295.1,1.4,preliminary
5945,Tirunelveli,Alluvial Clay,4.57,7.51,7.26,7.76,90.3,Medium,67.9,Medium,55.0,Not available (SoilGrids does not model phosphorus),Medium,34.7,62.0,669.1,8.1,preliminary
5946,Nagapattinam,Red Loam,1.86,7.3,7.05,7.55,92.0,High,50.1,High,34.3,Not available (SoilGrids does not model phosphorus),Medium,64.4,60.2,344.7,3.3,preliminary
5947,Nagapattinam,Red Sandy Loam,0.71,6.53,6.28,6.78,90.9,Medium,46.2,High,52.2,Not available (SoilGrids does not model phosphorus),Low,38.3,56.9,784.3,5.2,preliminary
5948,Madurai,Red Loam,1.12,7.13,6.88,7.38,88.5,Medium,53.3,High,67.6,Not available (SoilGrids does not model phosphorus),Medium,63.1,68.1,643.8,1.2,preliminary
5949,Thanjavur,Coastal Alluvial,5.33,6.4,6.15,6.65,87.2,Medium,77.6,Medium,49.1,Not available (SoilGrids does not model phosphorus),Low,43.5,64.4,744.2,0.7,preliminary
5950,Coimbatore,Black Cotton Soil,3.07,5.98,5.73,6.23,88.9,Medium,70.4,Medium,37.1,Not available (SoilGrids does not model phosphorus),Low,29.3,56.4,516.4,2.3,preliminary
5951,Trichy,Lateritic Hill Soil,5.59,6.62,6.37,6.87,89.6,Medium,62.2,Medium,46.6,Not available (SoilGrids does not model phosphorus),Medium,53.8,63.0,381.3,1.0,preliminary
5952,Nilgiris,Black Clay Loam,7.24,7.12,6.87,7.37,90.7,Medium,49.1,Medium,52.5,Not available (SoilGrids does not model phosphorus),Medium,59.6,63.0,219.8,0.9,preliminary
5953,Tirunelveli,Black Cotton Soil,9.05,6.63,6.38,6.88,87.8,Medium,50.8,Medium,45.7,Not available (SoilGrids does not model phosphorus),Medium,51.4,58.9,356.4,0.5,preliminary
5954,Coimbatore,Lateritic Hill Soil,7.82,6.46,6.21,6.71,92.3,Low,52.8,Low,67.1,Not available (SoilGrids does not model phosphorus),Medium,59.3,67.9,264.5,2.7,preliminary
5955,Kovilpatti,Alluvial Clay,4.05,7.77,7.52,8.02,91.9,Medium,73.8,Medium,63.0,Not available (SoilGrids does not model phosphorus),Medium,42.1,67.7,221.4,1.8,preliminary
5956,Krishnagiri,Alluvial Clay,1.52,7.58,7.33,7.83,91.5,High,64.8,Medium,55.5,Not available (SoilGrids does not model phosphorus),Medium,35.9,61.9,94.9,5.6,preliminary
