url,american_bollworm_count,pink_bollworm_count,total_bollworm_count,risk_level
s3://wadhwaniai-agri-opendata/images/ad/06642324d8b7eb4ec3233036.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/066abd53fbc0b372f8a64ae4.jpg,0,59,59,High
s3://wadhwaniai-agri-opendata/images/ad/0670215854d2636b1fcaf8b6.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/067f261fb8c2c762b6f9c976.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/0688b751b8c86ba9f7afb295.jpg,0,184,184,High
s3://wadhwaniai-agri-opendata/images/ad/068a9e2db3ac41004edbfdca.jpg,0,79,79,High
s3://wadhwaniai-agri-opendata/images/ad/0693406f6c747d0f7afff558.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/ad/0695c7dae603a7a835e6c1f5.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/06a582d4f4739d2512b429f8.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/06a899b540250c16d80096c3.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/06b1b2c64167077719fe13c6.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/06b3846b14e27233a853a3d8.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/06b69b47ab86ae2428f1cc95.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/06bb8324becdd8e7182553da.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/06bc3bebda62a29dd0da8c6f.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/ad/06c95d17eb1b533af9331c23.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/06ca86d363640b2eb82c5308.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/ad/06cbc4f55632c4fde40bb29f.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/06cc1a31a0821cd19a6f3d7a.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/06d7faf946aa5ab842d1eee4.jpg,0,31,31,High
s3://wadhwaniai-agri-opendata/images/ad/06e0e8ecff961326d737eaef.jpg,0,20,20,High
s3://wadhwaniai-agri-opendata/images/ad/06e0fbaf55de4602ec6e1fcb.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/06f112daedf2d762708263ed.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/06f7d6a03aca281bb4c296f6.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/06f8552a840e70df53599361.jpg,0,48,48,High
s3://wadhwaniai-agri-opendata/images/ad/06fb56228836affa3f04d620.jpg,0,37,37,High
s3://wadhwaniai-agri-opendata/images/ad/06fe72d67eaa0d95c4350664.jpg,1,22,23,High
s3://wadhwaniai-agri-opendata/images/ad/06feea0b37c22559ade0dea1.jpg,0,246,246,High
s3://wadhwaniai-agri-opendata/images/ad/0700019c27ecad7454154619.jpg,0,27,27,High
s3://wadhwaniai-agri-opendata/images/ad/0705b843355fe0d89bb8fbc5.jpg,0,62,62,High
s3://wadhwaniai-agri-opendata/images/ad/070f24cd8599bd63fbf51113.jpg,0,28,28,High
s3://wadhwaniai-agri-opendata/images/ad/070f5859f55a92e25994c335.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/071797aca65224d67d993db1.jpg,0,85,85,High
s3://wadhwaniai-agri-opendata/images/ad/07182af4e6a788f749449c96.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0723bf3c4025dee467869484.jpg,0,36,36,High
s3://wadhwaniai-agri-opendata/images/ad/0724420869802d7b69c02a72.jpg,1,23,24,High
s3://wadhwaniai-agri-opendata/images/ad/072e2d986c48f696b6f42c4a.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/07309854e36ed0d5a3d0d6a1.jpg,1,13,14,High
s3://wadhwaniai-agri-opendata/images/ad/073395a36107971e588e136a.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0737c86c2f2efa354d4f410c.jpg,0,292,292,High
s3://wadhwaniai-agri-opendata/images/ad/07383aa5d599d35d5edbacaf.jpg,0,89,89,High
s3://wadhwaniai-agri-opendata/images/ad/073f2b17ba66032c97d4ccd9.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/07466a71940bb4ba008434fc.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0749ff05ea7b9a7f8d88fd63.jpg,0,39,39,High
s3://wadhwaniai-agri-opendata/images/ad/074a93fadc3bf18205c6c1da.jpg,0,20,20,High
s3://wadhwaniai-agri-opendata/images/ad/074f96ecd47771a901ed92e1.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/075473638dcf122a4605f5ba.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/07551e943f9d8586554cadd3.jpg,0,29,29,High
s3://wadhwaniai-agri-opendata/images/ad/075c34d06831f8b3fc87e550.jpg,1,35,36,High
s3://wadhwaniai-agri-opendata/images/ad/075c4506c0cae0e9915b8dfe.jpg,0,34,34,High
s3://wadhwaniai-agri-opendata/images/ad/075c9664e847ef25be73b88e.jpg,2,2,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0760efa4cad80571ec0b4cc2.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/ad/07639eb932dd7f3d67f13a66.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0771348f8af666aff6908be1.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/07741c21ea0cf05171f394ac.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/ad/07781ff65aa08ee9d4e958af.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0785d117e88bc09ec93784ec.jpg,0,23,23,High
s3://wadhwaniai-agri-opendata/images/ad/079186fb031d054abb7e79b5.jpg,0,39,39,High
s3://wadhwaniai-agri-opendata/images/ad/079f374106172cbeb9e4ac13.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/07a05f401b5509ab69cfd338.jpg,0,49,49,High
s3://wadhwaniai-agri-opendata/images/ad/07a158083262cd1fa67dee4f.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/07a3f9fec2e8a63121c4de46.jpg,0,208,208,High
s3://wadhwaniai-agri-opendata/images/ad/07ab4e2a779122f6fae834f5.jpg,0,29,29,High
s3://wadhwaniai-agri-opendata/images/ad/07aeca1c11dee3acf1577edd.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/07bf3e2f47a838d9f5862cf6.jpg,0,70,70,High
s3://wadhwaniai-agri-opendata/images/ad/07ce4f29cec5a0e405efc561.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/ad/07d31a0178c66732852b9454.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/07d8170e71048d541360e89c.jpg,0,29,29,High
s3://wadhwaniai-agri-opendata/images/ad/07db695900cbbf325e324843.jpg,0,24,24,High
s3://wadhwaniai-agri-opendata/images/ad/07e5206b704509acef6aa5a8.jpg,0,49,49,High
s3://wadhwaniai-agri-opendata/images/ad/07f0884fad6c5f017f5e2518.jpg,1,3,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/07f0f672a06044ce0bff16e1.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/07f84a99f320538065afc9ba.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/07fbe5519ef5075afe6b53b4.jpg,0,61,61,High
s3://wadhwaniai-agri-opendata/images/ad/07fec1846c063084d154f375.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/080710ea8e3b8f8d745e1fbd.jpg,0,17,17,High
s3://wadhwaniai-agri-opendata/images/ad/080a73f59627061ff0c8d73f.jpg,0,101,101,High
s3://wadhwaniai-agri-opendata/images/ad/080c0c0eaa138d3f9d46f86f.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0811276697647eb5854e99cc.jpg,0,91,91,High
s3://wadhwaniai-agri-opendata/images/ad/0813b5e51c8ff651f1870cf1.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/081fd14f1ee724b43220eed4.jpg,2,76,78,High
s3://wadhwaniai-agri-opendata/images/ad/08208f72335abe99afe19539.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/0834342264cd65626a3d20b5.jpg,0,69,69,High
s3://wadhwaniai-agri-opendata/images/ad/08360187f0b61a18c3ddae18.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0837584271e01aa47993d142.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/084665366b5f30a668322c45.jpg,0,54,54,High
s3://wadhwaniai-agri-opendata/images/ad/0847fa59d0360736baaed034.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/ad/0853449fc079e0018e15121d.jpg,7,0,7,High
s3://wadhwaniai-agri-opendata/images/ad/0853979a71cd2903b979dddd.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0861a154559f96cac465cae5.jpg,0,35,35,High
s3://wadhwaniai-agri-opendata/images/ad/086a91d17132ef485e02e8bc.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/086f010383fa015c6bec07d7.jpg,0,40,40,High
s3://wadhwaniai-agri-opendata/images/ad/087bfc53c07b88ed1a0445b8.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/ad/08825f864bfcf29938eee2cb.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/ad/0884c2eda4012d5557088d3f.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0894ddc3825d40ed90b9b924.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0896ba3cff7ea1e184d82f81.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/08a1bf77f6c6a55349f8e5b2.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/08a83d9b552b6a59197aa0a3.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/08a9b13095cb9b5291431c96.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/08afabf26ca6fbf21757f93e.jpg,0,135,135,High
s3://wadhwaniai-agri-opendata/images/ad/08b48d42c77069877c8cf281.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/08b6e654d2f9a06f0525c570.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/08c038bb44cf77ca7d2f7954.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/08c2d7688598d6b2940ca825.jpg,0,64,64,High
s3://wadhwaniai-agri-opendata/images/ad/08d6ecb98884b6303d983915.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/08def298da4ae70d11fc78a0.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/08e9bc21a3e846ed8316754e.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/08f128259c0a66100e9085f0.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/08f5f4c7e9e82502f06d201e.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/ad/08fce2eaf5a57e9565eca6d8.jpg,0,131,131,High
s3://wadhwaniai-agri-opendata/images/ad/0901866479df3ad44fad83eb.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/09114a4a1dd23f58106dba92.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/091744a304826ccabf357f28.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0933c52fb73ad2ea1b3d9b3b.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/093744d1d89aae7635217468.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/0938960d985aeda2011b58e5.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0938dbdfaf234cdb6f29930d.jpg,0,1653,1653,High
s3://wadhwaniai-agri-opendata/images/ad/09553abbeaada2a46a4302a9.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/0968190987501ec05ce4bc0c.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/ad/096b8515947fab2c382dff40.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0975ee197ee789a75780f691.jpg,0,46,46,High
s3://wadhwaniai-agri-opendata/images/ad/0979d986e5350f04804067c2.jpg,0,177,177,High
s3://wadhwaniai-agri-opendata/images/ad/097d3ad77df7f350d18a7393.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/ad/0987cff7844acee8db376d24.jpg,0,188,188,High
s3://wadhwaniai-agri-opendata/images/ad/098c4c117aa975d1bd22a6ed.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/099945455d04fcb8d877e22f.jpg,0,179,179,High
s3://wadhwaniai-agri-opendata/images/ad/09a1be9717a82bcc4d97f2d9.jpg,0,20,20,High
s3://wadhwaniai-agri-opendata/images/ad/09aa1848c1c7d9cba72b3d02.jpg,0,147,147,High
s3://wadhwaniai-agri-opendata/images/ad/09bd2e37655e56cba0daba84.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/09bf2eefde9feef66f9fba13.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/09bf93df720e7999d5f0f8b2.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/09bfd3677745c05db26de3af.jpg,2,33,35,High
s3://wadhwaniai-agri-opendata/images/ad/09c05a2f27d1397474eaf5d8.jpg,0,45,45,High
s3://wadhwaniai-agri-opendata/images/ad/09c10a25a1d0924100733561.jpg,0,17,17,High
s3://wadhwaniai-agri-opendata/images/ad/09caac4b166a56232cf790a2.jpg,0,66,66,High
s3://wadhwaniai-agri-opendata/images/ad/09cb4ae3b8216b6c8f9ef09b.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/ad/09cd5b5a7604121dc50e1ce8.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/09cf8b835c4077acbed11714.jpg,4,0,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/09d96d4c657fa2d48b5cd86d.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/09e72726cc05d50f8a11299b.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/09eed351931e501902032689.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/09ef0378c3cecd7b31e6e852.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/09f9aabb23c851de7e06aab3.jpg,0,96,96,High
s3://wadhwaniai-agri-opendata/images/ad/09fae2e30db8824508588e09.jpg,0,30,30,High
s3://wadhwaniai-agri-opendata/images/ad/09fc463f9f82ce656dad9208.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0a03faa65a1288e5b7427fca.jpg,0,26,26,High
s3://wadhwaniai-agri-opendata/images/ad/0a047ba8800f92af1a408bbe.jpg,0,68,68,High
s3://wadhwaniai-agri-opendata/images/ad/0a04a6e8d954276b7944c5b4.jpg,0,108,108,High
s3://wadhwaniai-agri-opendata/images/ad/0a10b02f8c470236f81582fe.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0a11c58c0b44545a8d4ec1ce.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0a13608a9d06d00dc5e7364f.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a1e5b079c1a8ecd9ec84171.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0a1e9bd3a173314289bc25a0.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a1f7eb93423b50fe6180655.jpg,0,39,39,High
s3://wadhwaniai-agri-opendata/images/ad/0a2addc9e7746f4717100569.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a2d56b2e59a01bbc57771c4.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a3814c0db3d93a32ae54563.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a39b613e90916b7fd8a003a.jpg,0,43,43,High
s3://wadhwaniai-agri-opendata/images/ad/0a39e2808223efa0af881a51.jpg,0,111,111,High
s3://wadhwaniai-agri-opendata/images/ad/0a482fc263e7083bd9467d13.jpg,0,164,164,High
s3://wadhwaniai-agri-opendata/images/ad/0a51d8d9b065667a0e3ecb5d.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0a527f189853a12eaab068b2.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a6825554a4471ee23131107.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a6a2ada5c6f91f4009c618c.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a6bd9d4e379a3eb5ef17722.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/ad/0a6e2dcdfd6dc2e60aa6c3b6.jpg,0,64,64,High
s3://wadhwaniai-agri-opendata/images/ad/0a73fa844344eb0dd90001fd.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0a818265973a20d2b956f6aa.jpg,1,3,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0a82eac903b8703328e79a54.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0a83052072298eae55255516.jpg,0,526,526,High
s3://wadhwaniai-agri-opendata/images/ad/0a860a54f24e786f975a7ad9.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0a93c320adef58f4d87ed9fa.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/ad/0a9874ad44c94098d7a5e5e7.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/ad/0a9a54e8612e57f2f6ef93ea.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0aa0989bf4ac7f451cc03e78.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0aa2a275ad006477aded5a44.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0aa43341da016f1b8d3f030b.jpg,0,24,24,High
s3://wadhwaniai-agri-opendata/images/ad/0aa83ed581242c1c8808c4b2.jpg,0,27,27,High
s3://wadhwaniai-agri-opendata/images/ad/0aad7312ddc4fb1198dc9d61.jpg,0,23,23,High
s3://wadhwaniai-agri-opendata/images/ad/0ab718e7748ec9345c698141.jpg,2,30,32,High
s3://wadhwaniai-agri-opendata/images/ad/0abe153eb8f31e69437ea70b.jpg,0,112,112,High
s3://wadhwaniai-agri-opendata/images/ad/0acb3a6eb6a1ec631efece1b.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0ad1580ea24113a716fdc5e0.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0ad657c3f824486ed998633d.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0aeb9066057848ebe04a32ba.jpg,0,52,52,High
s3://wadhwaniai-agri-opendata/images/ad/0af69bbf310ce8233b549c81.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0afac3d1be02ef6996e26d23.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/ad/0afbb2339035524913354170.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/0afc4ada02586abc321f5d6a.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0afd93c48e9f9fbe3a713ee5.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0b0261b1b3ccb79d667c1597.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/ad/0b04853fcb2191a37b912493.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/ad/0b090168c5278bf9257dc86a.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0b0a2dfcfc1fd27c6271fa68.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/ad/0b0d4824302208725238c689.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/ad/0b10504140ccd7b3e0dda9f8.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b14a45867791c67dda3a361.jpg,0,38,38,High
s3://wadhwaniai-agri-opendata/images/ad/0b17c07cd0b7140a77d39b97.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b2685a42a4bb470a6e650d8.jpg,10,0,10,High
s3://wadhwaniai-agri-opendata/images/ad/0b2d34f385b0ba67d729907f.jpg,0,128,128,High
s3://wadhwaniai-agri-opendata/images/ad/0b30d313313ae9f890fae0aa.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0b343d3a260431b2e6623fc7.jpg,0,38,38,High
s3://wadhwaniai-agri-opendata/images/ad/0b36a5f64c1656e8107da123.jpg,0,50,50,High
s3://wadhwaniai-agri-opendata/images/ad/0b396b894496d7152d43940c.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0b3d575138b4851a6fd80fd8.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0b429e84cf5f3e221b14cde1.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b42da167b3adedbf5c4bfec.jpg,3,0,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b48e06efe1093e0381bb30e.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0b4eecd9a9468c28a622c2d0.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0b55afa9f9cc8d86b9077582.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b5a8f82326763024d499dd1.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/ad/0b610cf041839d01ff2f85cf.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0b63ac0e6969c6da01c5fc26.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/ad/0b783d5b0e2edfe4af7d57d8.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/0b7bf7bb47d34f96735ca39e.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b8258a858a4717be4162a2f.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0b82d951a809cbf5877ce5d9.jpg,0,60,60,High
s3://wadhwaniai-agri-opendata/images/ad/0b857da5f841ccc303f810c2.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/ad/0b8c90fbb99cdf46cbf7f229.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b9092af29805ec3432bfe8f.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b9773ae40d2ae6c3f10e316.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0b9bbb9ffce36564414749be.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0ba0a0ff028c3c24355972c6.jpg,1,55,56,High
s3://wadhwaniai-agri-opendata/images/ad/0ba3b66e701791d929a49e18.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0bae55c119ba33ece91a1df2.jpg,0,37,37,High
s3://wadhwaniai-agri-opendata/images/ad/0bafbde9cd3bc0a73b3b219c.jpg,0,121,121,High
s3://wadhwaniai-agri-opendata/images/ad/0bb1326a2184f13284910ee3.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/ad/0bb150768d1949d254bac6d7.jpg,2,0,2,Medium
s3://wadhwaniai-agri-opendata/images/ad/0bb6edf4e9ac13b5dbc9a8ba.jpg,1,1,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0bc8486c0b70e1cc60814d12.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/ad/0bc8637b391360d7b2611def.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0bca7b3e0c7775787b70e382.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0bcdd58d9cb0c1f40a6166e5.jpg,1,17,18,High
s3://wadhwaniai-agri-opendata/images/ad/0bd3ccc646232d39ebd7b38f.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0be5a57912ebc90a794bb106.jpg,0,133,133,High
s3://wadhwaniai-agri-opendata/images/ad/0be662b46ce96d9a5e0406a8.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0be74874b48365b04dfc90c5.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/ad/0be9dad34e2b4582a65f0ff4.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0beccd415f29a5d11c56a480.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0bf1b58c38355db5d5994700.jpg,1,2,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0bf26fb365b7edc58e639555.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/ad/0c0f428934c3a89aede36000.jpg,0,66,66,High
s3://wadhwaniai-agri-opendata/images/ad/0c12fc79932798d57a1bdd08.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/ad/0c1b2e6e80f7cf6473f26747.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/ad/0c1e0f4a05a24bcb4928d4bb.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c1fce77a0f3b3c326b0804d.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c1ff353e194ee0047817223.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0c2722c5e93aaa070bc81323.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/ad/0c280ecb3a537247b6cc77d6.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0c2a41b8f07a7d06759d44b0.jpg,1,23,24,High
s3://wadhwaniai-agri-opendata/images/ad/0c37cb64c3c00c3dab33a77e.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c3d9edf55a8bcca40d1ae4b.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c3dcbd5c6eb2e29492038e7.jpg,0,117,117,High
s3://wadhwaniai-agri-opendata/images/ad/0c43bff6e86bea35ca0fb55a.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0c450a05249d5b8af261fa8c.jpg,0,46,46,High
s3://wadhwaniai-agri-opendata/images/ad/0c5593f7dbf753ea8d1ed583.jpg,0,116,116,High
s3://wadhwaniai-agri-opendata/images/ad/0c57efa75a6d9ba91f25f89f.jpg,0,66,66,High
s3://wadhwaniai-agri-opendata/images/ad/0c5d23894783d5ecd9385cca.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/ad/0c672d842d1a8ddac14f1048.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c70b1051e01562db20defb3.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c78d995aed998092c216550.jpg,0,45,45,High
s3://wadhwaniai-agri-opendata/images/ad/0c7d4fa6db8aed433d1a3892.jpg,0,303,303,High
s3://wadhwaniai-agri-opendata/images/ad/0c8212a7c255dcf6535a36b4.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/ad/0c848fc6c50d9382ec92e257.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/ad/0c8abe3ab434955d595bc59a.jpg,0,1,1,Low
